FIPS,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Drove Alone,Workers 16 Years and Over: Carpooled,Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Motorcycle,Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,Workers 16 Years and Over: Other Means,Workers 16 Years and Over: Worked At Home,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Drove Alone,% Workers 16 Years and Over: Carpooled,% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Motorcycle,% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,% Workers 16 Years and Over: Other Means,% Workers 16 Years and Over: Worked At Home
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 99, Fulton County, Georgia",ga,150,0,ACSSF,7011,,,,,13,121,,,,9900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210099002,,,1999561,0,486,425,425,0,13,0,0,0,0,48,87.45,87.45,0,2.67,0,0,0,0,9.88
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 99, Fulton County, Georgia",ga,150,0,ACSSF,7012,,,,,13,121,,,,9900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210099003,,,2674205,0,502,473,456,17,0,0,0,0,0,29,94.22,90.84,3.39,0,0,0,0,0,5.78
1.3121E+11,Block Group 4,"Block Group 4, Census Tract 99, Fulton County, Georgia",ga,150,0,ACSSF,7013,,,,,13,121,,,,9900,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210099004,,,1304449,19404,392,310,310,0,0,0,0,0,0,82,79.08,79.08,0,0,0,0,0,0,20.92
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 100.01, Fulton County, Georgia",ga,150,0,ACSSF,7014,,,,,13,121,,,,10001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100011,,,1072704,0,1053,771,771,0,74,0,29,74,0,105,73.22,73.22,0,7.03,0,2.75,7.03,0,9.97
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 100.01, Fulton County, Georgia",ga,150,0,ACSSF,7015,,,,,13,121,,,,10001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100012,,,973994,20472,485,454,431,23,0,0,0,0,0,31,93.61,88.87,4.74,0,0,0,0,0,6.39
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 100.01, Fulton County, Georgia",ga,150,0,ACSSF,7016,,,,,13,121,,,,10001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100013,,,892036,9625,423,373,260,113,0,0,0,0,0,50,88.18,61.47,26.71,0,0,0,0,0,11.82
1.3121E+11,Block Group 4,"Block Group 4, Census Tract 100.01, Fulton County, Georgia",ga,150,0,ACSSF,7017,,,,,13,121,,,,10001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100014,,,1104114,10785,922,739,734,5,72,0,0,17,0,94,80.15,79.61,0.54,7.81,0,0,1.84,0,10.2
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 100.02, Fulton County, Georgia",ga,150,0,ACSSF,7018,,,,,13,121,,,,10002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100021,,,2316111,71459,815,689,670,19,0,0,13,0,11,102,84.54,82.21,2.33,0,0,1.6,0,1.35,12.52
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 100.02, Fulton County, Georgia",ga,150,0,ACSSF,7019,,,,,13,121,,,,10002,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100022,,,1854436,5863,879,740,724,16,0,0,0,16,34,89,84.19,82.37,1.82,0,0,0,1.82,3.87,10.13
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 100.02, Fulton County, Georgia",ga,150,0,ACSSF,7020,,,,,13,121,,,,10002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210100023,,,2096436,0,2756,2096,2096,0,123,0,0,159,29,349,76.05,76.05,0,4.46,0,0,5.77,1.05,12.66
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.08, Fulton County, Georgia",ga,150,0,ACSSF,7026,,,,,13,121,,,,10108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101081,,,1145318,849,509,426,413,13,10,0,0,0,0,73,83.69,81.14,2.55,1.96,0,0,0,0,14.34
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.08, Fulton County, Georgia",ga,150,0,ACSSF,7027,,,,,13,121,,,,10108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101082,,,3822791,86034,1367,1047,973,74,78,0,0,17,39,186,76.59,71.18,5.41,5.71,0,0,1.24,2.85,13.61
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.10, Fulton County, Georgia",ga,150,0,ACSSF,7028,,,,,13,121,,,,10110,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101101,,,3555568,58868,2987,2004,1679,325,419,0,58,275,39,192,67.09,56.21,10.88,14.03,0,1.94,9.21,1.31,6.43
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.10, Fulton County, Georgia",ga,150,0,ACSSF,7029,,,,,13,121,,,,10110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101102,,,757739,0,681,516,487,29,86,0,0,0,0,79,75.77,71.51,4.26,12.63,0,0,0,0,11.6
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 101.10, Fulton County, Georgia",ga,150,0,ACSSF,7030,,,,,13,121,,,,10110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101103,,,1020673,0,891,530,478,52,146,0,0,70,12,133,59.48,53.65,5.84,16.39,0,0,7.86,1.35,14.93
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.13, Fulton County, Georgia",ga,150,0,ACSSF,7031,,,,,13,121,,,,10113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101131,,,800950,4839,1668,1487,1401,86,12,0,0,30,0,139,89.15,83.99,5.16,0.72,0,0,1.8,0,8.33
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.13, Fulton County, Georgia",ga,150,0,ACSSF,7032,,,,,13,121,,,,10113,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101132,,,237988,5714,1155,895,750,145,120,0,0,69,0,71,77.49,64.94,12.55,10.39,0,0,5.97,0,6.15
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 101.13, Fulton County, Georgia",ga,150,0,ACSSF,7033,,,,,13,121,,,,10113,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101133,,,1158520,0,1189,1055,917,138,47,0,0,41,0,46,88.73,77.12,11.61,3.95,0,0,3.45,0,3.87
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.14, Fulton County, Georgia",ga,150,0,ACSSF,7034,,,,,13,121,,,,10114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101141,,,1217095,0,943,725,708,17,0,0,0,12,14,192,76.88,75.08,1.8,0,0,0,1.27,1.48,20.36
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.14, Fulton County, Georgia",ga,150,0,ACSSF,7035,,,,,13,121,,,,10114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101142,,,1466451,9930,1302,1008,930,78,141,0,0,0,51,102,77.42,71.43,5.99,10.83,0,0,0,3.92,7.83
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 101.14, Fulton County, Georgia",ga,150,0,ACSSF,7036,,,,,13,121,,,,10114,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101143,,,1362381,7843,2099,1671,1588,83,282,0,0,0,0,146,79.61,75.66,3.95,13.43,0,0,0,0,6.96
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.15, Fulton County, Georgia",ga,150,0,ACSSF,7037,,,,,13,121,,,,10115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101151,,,3450156,40324,1472,1230,1206,24,79,0,8,7,7,141,83.56,81.93,1.63,5.37,0,0.54,0.48,0.48,9.58
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.17, Fulton County, Georgia",ga,150,0,ACSSF,7038,,,,,13,121,,,,10117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101171,,,610580,0,2283,1846,1788,58,207,0,24,15,0,191,80.86,78.32,2.54,9.07,0,1.05,0.66,0,8.37
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.17, Fulton County, Georgia",ga,150,0,ACSSF,7039,,,,,13,121,,,,10117,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101172,,,755716,0,658,500,429,71,67,0,0,0,0,91,75.99,65.2,10.79,10.18,0,0,0,0,13.83
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.21, Fulton County, Georgia",ga,150,0,ACSSF,7047,,,,,13,121,,,,10121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101211,,,2096658,0,1171,958,941,17,69,0,0,20,0,124,81.81,80.36,1.45,5.89,0,0,1.71,0,10.59
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.22, Fulton County, Georgia",ga,150,0,ACSSF,7048,,,,,13,121,,,,10122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101221,,,1381320,0,1460,1135,1084,51,155,0,12,33,0,125,77.74,74.25,3.49,10.62,0,0.82,2.26,0,8.56
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.22, Fulton County, Georgia",ga,150,0,ACSSF,7049,,,,,13,121,,,,10122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101222,,,1167511,3637,1246,829,767,62,240,0,0,57,0,120,66.53,61.56,4.98,19.26,0,0,4.57,0,9.63
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 101.22, Fulton County, Georgia",ga,150,0,ACSSF,7050,,,,,13,121,,,,10122,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101223,,,676218,0,1337,448,448,0,778,0,0,65,0,46,33.51,33.51,0,58.19,0,0,4.86,0,3.44
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 101.23, Fulton County, Georgia",ga,150,0,ACSSF,7051,,,,,13,121,,,,10123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101231,,,723295,0,1908,1524,1385,139,236,0,0,20,32,96,79.87,72.59,7.29,12.37,0,0,1.05,1.68,5.03
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 101.23, Fulton County, Georgia",ga,150,0,ACSSF,7052,,,,,13,121,,,,10123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101232,,,865048,0,849,743,719,24,27,0,0,0,0,79,87.51,84.69,2.83,3.18,0,0,0,0,9.31
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 101.23, Fulton County, Georgia",ga,150,0,ACSSF,7053,,,,,13,121,,,,10123,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210101233,,,1176113,16474,725,635,606,29,74,0,0,0,0,16,87.59,83.59,4,10.21,0,0,0,0,2.21
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 102.04, Fulton County, Georgia",ga,150,0,ACSSF,7054,,,,,13,121,,,,10204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102041,,,1450830,24334,646,556,514,42,0,0,0,14,0,76,86.07,79.57,6.5,0,0,0,2.17,0,11.76
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 102.04, Fulton County, Georgia",ga,150,0,ACSSF,7055,,,,,13,121,,,,10204,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102042,,,2846081,121221,1004,815,798,17,15,0,0,0,0,174,81.18,79.48,1.69,1.49,0,0,0,0,17.33
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 102.04, Fulton County, Georgia",ga,150,0,ACSSF,7056,,,,,13,121,,,,10204,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102043,,,4103755,237136,498,434,406,28,8,0,0,0,9,47,87.15,81.53,5.62,1.61,0,0,0,1.81,9.44
1.3121E+11,Block Group 4,"Block Group 4, Census Tract 102.04, Fulton County, Georgia",ga,150,0,ACSSF,7057,,,,,13,121,,,,10204,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102044,,,984604,0,342,245,203,42,0,0,0,14,18,65,71.64,59.36,12.28,0,0,0,4.09,5.26,19.01
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 102.05, Fulton County, Georgia",ga,150,0,ACSSF,7058,,,,,13,121,,,,10205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102051,,,898653,2250,521,507,489,18,0,0,0,0,0,14,97.31,93.86,3.45,0,0,0,0,0,2.69
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 102.05, Fulton County, Georgia",ga,150,0,ACSSF,7059,,,,,13,121,,,,10205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102052,,,851621,0,417,306,303,3,40,0,0,0,0,71,73.38,72.66,0.72,9.59,0,0,0,0,17.03
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 102.05, Fulton County, Georgia",ga,150,0,ACSSF,7060,,,,,13,121,,,,10205,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102053,,,3274677,7266,1204,1038,1013,25,0,0,0,0,0,166,86.21,84.14,2.08,0,0,0,0,0,13.79
1.3121E+11,Block Group 4,"Block Group 4, Census Tract 102.05, Fulton County, Georgia",ga,150,0,ACSSF,7061,,,,,13,121,,,,10205,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102054,,,1568621,5716,724,641,590,51,0,0,0,0,57,26,88.54,81.49,7.04,0,0,0,0,7.87,3.59
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 102.06, Fulton County, Georgia",ga,150,0,ACSSF,7062,,,,,13,121,,,,10206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102061,,,8417816,143185,1214,970,919,51,0,0,0,0,15,229,79.9,75.7,4.2,0,0,0,0,1.24,18.86
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 102.06, Fulton County, Georgia",ga,150,0,ACSSF,7063,,,,,13,121,,,,10206,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102062,,,3886305,35238,779,681,681,0,19,0,0,0,0,79,87.42,87.42,0,2.44,0,0,0,0,10.14
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 102.06, Fulton County, Georgia",ga,150,0,ACSSF,7064,,,,,13,121,,,,10206,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102063,,,2480809,15524,643,592,575,17,9,0,0,12,0,30,92.07,89.42,2.64,1.4,0,0,1.87,0,4.67
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 102.10, Fulton County, Georgia",ga,150,0,ACSSF,7071,,,,,13,121,,,,10210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102101,,,543545,0,1181,1013,920,93,119,0,0,0,0,49,85.77,77.9,7.87,10.08,0,0,0,0,4.15
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 102.10, Fulton County, Georgia",ga,150,0,ACSSF,7072,,,,,13,121,,,,10210,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102102,,,2577310,151859,1639,1308,1251,57,111,0,0,0,0,220,79.8,76.33,3.48,6.77,0,0,0,0,13.42
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 102.10, Fulton County, Georgia",ga,150,0,ACSSF,7073,,,,,13,121,,,,10210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102103,,,1437699,0,1286,986,986,0,82,0,0,46,0,172,76.67,76.67,0,6.38,0,0,3.58,0,13.37
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 102.11, Fulton County, Georgia",ga,150,0,ACSSF,7074,,,,,13,121,,,,10211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102111,,,1541983,3923,535,455,444,11,0,0,0,0,0,80,85.05,82.99,2.06,0,0,0,0,0,14.95
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 102.11, Fulton County, Georgia",ga,150,0,ACSSF,7075,,,,,13,121,,,,10211,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102112,,,2286643,30501,880,685,657,28,16,0,0,0,23,156,77.84,74.66,3.18,1.82,0,0,0,2.61,17.73
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 102.12, Fulton County, Georgia",ga,150,0,ACSSF,7076,,,,,13,121,,,,10212,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102121,,,377527,0,969,648,566,82,237,0,0,33,32,19,66.87,58.41,8.46,24.46,0,0,3.41,3.3,1.96
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 102.12, Fulton County, Georgia",ga,150,0,ACSSF,7077,,,,,13,121,,,,10212,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102122,,,1533653,42124,365,321,321,0,0,0,0,23,0,21,87.95,87.95,0,0,0,0,6.3,0,5.75
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 102.12, Fulton County, Georgia",ga,150,0,ACSSF,7078,,,,,13,121,,,,10212,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210102123,,,1347305,11060,1430,1291,1160,131,48,0,0,0,10,81,90.28,81.12,9.16,3.36,0,0,0,0.7,5.66
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 103.01, Fulton County, Georgia",ga,150,0,ACSSF,7079,,,,,13,121,,,,10301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210103011,,,68524939,1116875,6259,5400,4995,405,73,66,0,0,212,508,86.28,79.81,6.47,1.17,1.05,0,0,3.39,8.12
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 103.01, Fulton County, Georgia",ga,150,0,ACSSF,7080,,,,,13,121,,,,10301,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210103012,,,17000923,60125,3554,3145,3075,70,23,0,0,0,0,386,88.49,86.52,1.97,0.65,0,0,0,0,10.86
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 103.03, Fulton County, Georgia",ga,150,0,ACSSF,7081,,,,,13,121,,,,10303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210103031,,,7863742,174989,1187,1052,817,235,28,0,0,0,26,81,88.63,68.83,19.8,2.36,0,0,0,2.19,6.82
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 103.03, Fulton County, Georgia",ga,150,0,ACSSF,7082,,,,,13,121,,,,10303,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210103032,,,26511795,463424,4236,3912,3645,267,105,0,0,0,48,171,92.35,86.05,6.3,2.48,0,0,0,1.13,4.04
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 103.04, Fulton County, Georgia",ga,150,0,ACSSF,7083,,,,,13,121,,,,10304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210103041,,,15907785,38987,3336,2816,2590,226,0,0,0,0,93,427,84.41,77.64,6.77,0,0,0,0,2.79,12.8
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 103.04, Fulton County, Georgia",ga,150,0,ACSSF,7084,,,,,13,121,,,,10304,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210103042,,,23542147,78302,4654,4197,3944,253,367,0,0,23,0,67,90.18,84.74,5.44,7.89,0,0,0.49,0,1.44
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 104, Fulton County, Georgia",ga,150,0,ACSSF,7087,,,,,13,121,,,,10400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210104003,,,36156678,316532,1590,1472,1369,103,0,0,0,10,79,29,92.58,86.1,6.48,0,0,0,0.63,4.97,1.82
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 105.07, Fulton County, Georgia",ga,150,0,ACSSF,7089,,,,,13,121,,,,10507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105071,,,2227754,3394,512,470,298,172,40,0,0,2,0,0,91.8,58.2,33.59,7.81,0,0,0.39,0,0
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 105.07, Fulton County, Georgia",ga,150,0,ACSSF,7090,,,,,13,121,,,,10507,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105072,,,1041666,0,638,555,530,25,57,0,0,0,0,26,86.99,83.07,3.92,8.93,0,0,0,0,4.08
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 105.07, Fulton County, Georgia",ga,150,0,ACSSF,7091,,,,,13,121,,,,10507,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105073,,,2226199,9578,800,622,543,79,80,0,0,0,78,20,77.75,67.88,9.88,10,0,0,0,9.75,2.5
1.3121E+11,Block Group 4,"Block Group 4, Census Tract 105.07, Fulton County, Georgia",ga,150,0,ACSSF,7092,,,,,13,121,,,,10507,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105074,,,1412928,23365,892,823,744,79,14,0,0,0,0,55,92.26,83.41,8.86,1.57,0,0,0,0,6.17
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 105.08, Fulton County, Georgia",ga,150,0,ACSSF,7093,,,,,13,121,,,,10508,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105081,,,3906707,0,1606,1362,1277,85,154,11,0,32,7,40,84.81,79.51,5.29,9.59,0.68,0,1.99,0.44,2.49
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 105.10, Fulton County, Georgia",ga,150,0,ACSSF,7094,,,,,13,121,,,,10510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105101,,,3715410,60037,1065,1021,829,192,44,0,0,0,0,0,95.87,77.84,18.03,4.13,0,0,0,0,0
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 105.10, Fulton County, Georgia",ga,150,0,ACSSF,7095,,,,,13,121,,,,10510,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105102,,,3059573,41385,788,735,735,0,53,0,0,0,0,0,93.27,93.27,0,6.73,0,0,0,0,0
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 105.10, Fulton County, Georgia",ga,150,0,ACSSF,7096,,,,,13,121,,,,10510,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105103,,,20891583,204038,4401,4099,3403,696,34,0,0,0,90,178,93.14,77.32,15.81,0.77,0,0,0,2.04,4.04
1.3121E+11,Block Group 4,"Block Group 4, Census Tract 105.10, Fulton County, Georgia",ga,150,0,ACSSF,7097,,,,,13,121,,,,10510,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105104,,,3219943,4939,1278,1121,1121,0,157,0,0,0,0,0,87.72,87.72,0,12.28,0,0,0,0,0
1.3121E+11,Block Group 1,"Block Group 1, Census Tract 105.11, Fulton County, Georgia",ga,150,0,ACSSF,7098,,,,,13,121,,,,10511,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105111,,,6777981,7256,1364,1167,906,261,110,0,0,0,23,64,85.56,66.42,19.13,8.06,0,0,0,1.69,4.69
1.3121E+11,Block Group 2,"Block Group 2, Census Tract 105.11, Fulton County, Georgia",ga,150,0,ACSSF,7099,,,,,13,121,,,,10511,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105112,,,6858806,175381,2164,1691,1420,271,338,0,0,0,66,69,78.14,65.62,12.52,15.62,0,0,0,3.05,3.19
1.3121E+11,Block Group 3,"Block Group 3, Census Tract 105.11, Fulton County, Georgia",ga,150,0,ACSSF,7100,,,,,13,121,,,,10511,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US131210105113,,,2400450,20573,449,449,434,15,0,0,0,0,0,0,100,96.66,3.34,0,0,0,0,0,0
