FIPS,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Drove Alone,Workers 16 Years and Over: Carpooled,Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Motorcycle,Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,Workers 16 Years and Over: Other Means,Workers 16 Years and Over: Worked At Home,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Drove Alone,% Workers 16 Years and Over: Carpooled,% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Motorcycle,% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,% Workers 16 Years and Over: Other Means,% Workers 16 Years and Over: Worked At Home
Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.06, Cobb County, Georgia",ga,150,0,ACSSF,5555,,,,,13,67,,,,31306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313061,,,2299678,2515,1263,1058,963,95,31,0,0,0,0,174,83.77,76.25,7.52,2.45,0,0,0,0,13.78
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.06, Cobb County, Georgia",ga,150,0,ACSSF,5556,,,,,13,67,,,,31306,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313062,,,3267520,0,1212,1109,919,190,9,0,0,0,59,35,91.5,75.83,15.68,0.74,0,0,0,4.87,2.89
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.07, Cobb County, Georgia",ga,150,0,ACSSF,5557,,,,,13,67,,,,31307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313071,,,2610810,0,658,566,537,29,0,0,0,0,0,92,86.02,81.61,4.41,0,0,0,0,0,13.98
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.07, Cobb County, Georgia",ga,150,0,ACSSF,5558,,,,,13,67,,,,31307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313072,,,4004917,5750,1445,1320,1219,101,0,0,0,0,64,61,91.35,84.36,6.99,0,0,0,0,4.43,4.22
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 313.07, Cobb County, Georgia",ga,150,0,ACSSF,5559,,,,,13,67,,,,31307,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313073,,,3824431,9548,1120,1089,1065,24,0,0,0,15,0,16,97.23,95.09,2.14,0,0,0,1.34,0,1.43
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.08, Cobb County, Georgia",ga,150,0,ACSSF,5560,,,,,13,67,,,,31308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313081,,,2013702,0,544,516,406,110,17,0,0,0,0,11,94.85,74.63,20.22,3.12,0,0,0,0,2.02
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.08, Cobb County, Georgia",ga,150,0,ACSSF,5561,,,,,13,67,,,,31308,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313082,,,1629082,0,935,875,803,72,0,0,0,0,0,60,93.58,85.88,7.7,0,0,0,0,0,6.42
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 313.08, Cobb County, Georgia",ga,150,0,ACSSF,5562,,,,,13,67,,,,31308,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313083,,,2760834,16824,1108,1073,888,185,12,0,0,0,0,23,96.84,80.14,16.7,1.08,0,0,0,0,2.08
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.09, Cobb County, Georgia",ga,150,0,ACSSF,5563,,,,,13,67,,,,31309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313091,,,1705275,0,422,409,395,14,0,0,0,13,0,0,96.92,93.6,3.32,0,0,0,3.08,0,0
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.09, Cobb County, Georgia",ga,150,0,ACSSF,5564,,,,,13,67,,,,31309,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313092,,,2154254,2518,711,675,606,69,0,0,0,0,0,36,94.94,85.23,9.7,0,0,0,0,0,5.06
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 313.09, Cobb County, Georgia",ga,150,0,ACSSF,5565,,,,,13,67,,,,31309,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313093,,,2453944,0,1068,1009,763,246,0,0,0,0,17,42,94.48,71.44,23.03,0,0,0,0,1.59,3.93
1.3067E+11,Block Group 4,"Block Group 4, Census Tract 313.09, Cobb County, Georgia",ga,150,0,ACSSF,5566,,,,,13,67,,,,31309,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313094,,,1659084,0,1362,1312,1219,93,0,0,0,0,0,50,96.33,89.5,6.83,0,0,0,0,0,3.67
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.10, Cobb County, Georgia",ga,150,0,ACSSF,5567,,,,,13,67,,,,31310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313101,,,825779,0,1061,933,818,115,21,0,0,0,107,0,87.94,77.1,10.84,1.98,0,0,0,10.08,0
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.10, Cobb County, Georgia",ga,150,0,ACSSF,5568,,,,,13,67,,,,31310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313102,,,9653278,201022,1528,1323,1061,262,0,0,0,0,80,125,86.58,69.44,17.15,0,0,0,0,5.24,8.18
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 313.10, Cobb County, Georgia",ga,150,0,ACSSF,5569,,,,,13,67,,,,31310,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313103,,,1183271,0,1166,938,806,132,54,0,0,61,113,0,80.45,69.13,11.32,4.63,0,0,5.23,9.69,0
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.11, Cobb County, Georgia",ga,150,0,ACSSF,5570,,,,,13,67,,,,31311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313111,,,2561090,15100,2127,1840,1409,431,67,0,0,0,40,180,86.51,66.24,20.26,3.15,0,0,0,1.88,8.46
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.11, Cobb County, Georgia",ga,150,0,ACSSF,5571,,,,,13,67,,,,31311,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313112,,,2865099,32203,1080,900,813,87,46,0,0,0,0,134,83.33,75.28,8.06,4.26,0,0,0,0,12.41
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 313.11, Cobb County, Georgia",ga,150,0,ACSSF,5572,,,,,13,67,,,,31311,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313113,,,2762572,56511,1610,1404,1198,206,66,0,0,68,17,55,87.2,74.41,12.8,4.1,0,0,4.22,1.06,3.42
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.12, Cobb County, Georgia",ga,150,0,ACSSF,5573,,,,,13,67,,,,31312,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313121,,,2066386,0,1167,1099,1060,39,0,0,0,22,24,22,94.17,90.83,3.34,0,0,0,1.89,2.06,1.89
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.12, Cobb County, Georgia",ga,150,0,ACSSF,5574,,,,,13,67,,,,31312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313122,,,1063685,0,321,321,292,29,0,0,0,0,0,0,100,90.97,9.03,0,0,0,0,0,0
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 313.12, Cobb County, Georgia",ga,150,0,ACSSF,5575,,,,,13,67,,,,31312,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313123,,,5474061,4416,1980,1930,1780,150,0,0,0,0,8,42,97.47,89.9,7.58,0,0,0,0,0.4,2.12
1.3067E+11,Block Group 4,"Block Group 4, Census Tract 313.12, Cobb County, Georgia",ga,150,0,ACSSF,5576,,,,,13,67,,,,31312,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313124,,,4005911,190742,2046,1685,1484,201,110,0,0,25,145,81,82.36,72.53,9.82,5.38,0,0,1.22,7.09,3.96
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 313.13, Cobb County, Georgia",ga,150,0,ACSSF,5577,,,,,13,67,,,,31313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313131,,,9786265,19392,3322,2728,2646,82,20,0,0,21,0,553,82.12,79.65,2.47,0.6,0,0,0.63,0,16.65
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 313.13, Cobb County, Georgia",ga,150,0,ACSSF,5578,,,,,13,67,,,,31313,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670313132,,,5709234,118950,2725,2388,2151,237,0,0,0,20,45,272,87.63,78.94,8.7,0,0,0,0.73,1.65,9.98
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 314.04, Cobb County, Georgia",ga,150,0,ACSSF,5579,,,,,13,67,,,,31404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314041,,,1642706,0,358,358,358,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 314.04, Cobb County, Georgia",ga,150,0,ACSSF,5580,,,,,13,67,,,,31404,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314042,,,3383128,43596,1596,1501,1434,67,0,0,0,0,0,95,94.05,89.85,4.2,0,0,0,0,0,5.95
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 314.04, Cobb County, Georgia",ga,150,0,ACSSF,5581,,,,,13,67,,,,31404,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314043,,,2333095,0,662,593,593,0,35,0,0,0,0,34,89.58,89.58,0,5.29,0,0,0,0,5.14
1.3067E+11,Block Group 4,"Block Group 4, Census Tract 314.04, Cobb County, Georgia",ga,150,0,ACSSF,5582,,,,,13,67,,,,31404,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314044,,,1388440,20386,515,431,305,126,0,0,0,48,0,36,83.69,59.22,24.47,0,0,0,9.32,0,6.99
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 314.05, Cobb County, Georgia",ga,150,0,ACSSF,5583,,,,,13,67,,,,31405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314051,,,1583076,0,477,477,380,97,0,0,0,0,0,0,100,79.66,20.34,0,0,0,0,0,0
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 314.05, Cobb County, Georgia",ga,150,0,ACSSF,5584,,,,,13,67,,,,31405,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314052,,,2597993,0,1385,1159,1015,144,0,0,0,0,0,226,83.68,73.29,10.4,0,0,0,0,0,16.32
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 314.05, Cobb County, Georgia",ga,150,0,ACSSF,5585,,,,,13,67,,,,31405,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314053,,,1242012,0,651,625,590,35,0,0,0,14,0,12,96.01,90.63,5.38,0,0,0,2.15,0,1.84
1.3067E+11,Block Group 4,"Block Group 4, Census Tract 314.05, Cobb County, Georgia",ga,150,0,ACSSF,5586,,,,,13,67,,,,31405,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314054,,,1291370,0,510,493,439,54,0,0,0,0,0,17,96.67,86.08,10.59,0,0,0,0,0,3.33
1.3067E+11,Block Group 5,"Block Group 5, Census Tract 314.05, Cobb County, Georgia",ga,150,0,ACSSF,5587,,,,,13,67,,,,31405,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314055,,,3405885,32274,702,640,601,39,20,0,0,26,0,16,91.17,85.61,5.56,2.85,0,0,3.7,0,2.28
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 314.06, Cobb County, Georgia",ga,150,0,ACSSF,5588,,,,,13,67,,,,31406,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314061,,,1753815,0,807,779,686,93,0,0,0,0,28,0,96.53,85.01,11.52,0,0,0,0,3.47,0
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 314.06, Cobb County, Georgia",ga,150,0,ACSSF,5589,,,,,13,67,,,,31406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314062,,,2286848,0,1171,977,890,87,103,0,0,31,0,60,83.43,76,7.43,8.8,0,0,2.65,0,5.12
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 314.06, Cobb County, Georgia",ga,150,0,ACSSF,5590,,,,,13,67,,,,31406,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314063,,,2195078,0,1884,1486,1312,174,1,0,0,82,70,245,78.87,69.64,9.24,0.05,0,0,4.35,3.72,13
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 314.08, Cobb County, Georgia",ga,150,0,ACSSF,5591,,,,,13,67,,,,31408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314081,,,1924993,0,550,443,195,248,88,0,0,19,0,0,80.55,35.45,45.09,16,0,0,3.45,0,0
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 314.08, Cobb County, Georgia",ga,150,0,ACSSF,5593,,,,,13,67,,,,31408,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314083,,,2723107,0,647,602,487,115,24,0,0,0,0,21,93.04,75.27,17.77,3.71,0,0,0,0,3.25
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 314.09, Cobb County, Georgia",ga,150,0,ACSSF,5594,,,,,13,67,,,,31409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314091,,,5713106,0,1478,1353,1224,129,13,0,0,0,73,39,91.54,82.81,8.73,0.88,0,0,0,4.94,2.64
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 314.09, Cobb County, Georgia",ga,150,0,ACSSF,5595,,,,,13,67,,,,31409,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670314092,,,8408763,4672,1484,1376,1194,182,19,0,0,0,0,89,92.72,80.46,12.26,1.28,0,0,0,0,6
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 315.03, Cobb County, Georgia",ga,150,0,ACSSF,5596,,,,,13,67,,,,31503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670315031,,,2328539,66215,646,517,482,35,0,0,0,0,0,129,80.03,74.61,5.42,0,0,0,0,0,19.97
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 315.03, Cobb County, Georgia",ga,150,0,ACSSF,5597,,,,,13,67,,,,31503,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670315032,,,3933172,33296,1352,1220,1025,195,0,0,0,0,0,132,90.24,75.81,14.42,0,0,0,0,0,9.76
1.3067E+11,Block Group 3,"Block Group 3, Census Tract 315.03, Cobb County, Georgia",ga,150,0,ACSSF,5598,,,,,13,67,,,,31503,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670315033,,,3867179,0,1667,1531,1393,138,0,0,0,0,0,136,91.84,83.56,8.28,0,0,0,0,0,8.16
1.3067E+11,Block Group 4,"Block Group 4, Census Tract 315.03, Cobb County, Georgia",ga,150,0,ACSSF,5599,,,,,13,67,,,,31503,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670315034,,,1410511,0,564,517,517,0,0,0,0,47,0,0,91.67,91.67,0,0,0,0,8.33,0,0
1.3067E+11,Block Group 1,"Block Group 1, Census Tract 315.07, Cobb County, Georgia",ga,150,0,ACSSF,5606,,,,,13,67,,,,31507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670315071,,,1327177,0,1119,968,745,223,19,0,0,0,0,132,86.51,66.58,19.93,1.7,0,0,0,0,11.8
1.3067E+11,Block Group 2,"Block Group 2, Census Tract 315.07, Cobb County, Georgia",ga,150,0,ACSSF,5607,,,,,13,67,,,,31507,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130670315072,,,2613900,0,755,704,697,7,11,0,0,17,23,0,93.25,92.32,0.93,1.46,0,0,2.25,3.05,0
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 201, DeKalb County, Georgia",ga,150,0,ACSSF,5866,,,,,13,89,,,,20100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890201001,,,1109755,12003,1059,830,765,65,34,0,20,18,0,157,78.38,72.24,6.14,3.21,0,1.89,1.7,0,14.83
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 202, DeKalb County, Georgia",ga,150,0,ACSSF,5867,,,,,13,89,,,,20200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890202001,,,1002697,0,245,198,190,8,0,0,0,17,0,30,80.82,77.55,3.27,0,0,0,6.94,0,12.24
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 202, DeKalb County, Georgia",ga,150,0,ACSSF,5868,,,,,13,89,,,,20200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890202002,,,490086,0,886,787,727,60,47,0,8,0,0,44,88.83,82.05,6.77,5.3,0,0.9,0,0,4.97
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 203, DeKalb County, Georgia",ga,150,0,ACSSF,5869,,,,,13,89,,,,20300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890203001,,,483992,0,452,370,370,0,0,0,18,9,0,55,81.86,81.86,0,0,0,3.98,1.99,0,12.17
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 203, DeKalb County, Georgia",ga,150,0,ACSSF,5870,,,,,13,89,,,,20300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890203002,,,615460,505,649,414,398,16,136,0,0,24,0,75,63.79,61.33,2.47,20.96,0,0,3.7,0,11.56
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 203, DeKalb County, Georgia",ga,150,0,ACSSF,5871,,,,,13,89,,,,20300,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890203003,,,797283,0,1377,950,865,85,81,0,52,50,0,244,68.99,62.82,6.17,5.88,0,3.78,3.63,0,17.72
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 204, DeKalb County, Georgia",ga,150,0,ACSSF,5872,,,,,13,89,,,,20400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890204001,,,621349,0,999,709,615,94,39,0,57,20,0,174,70.97,61.56,9.41,3.9,0,5.71,2,0,17.42
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 204, DeKalb County, Georgia",ga,150,0,ACSSF,5873,,,,,13,89,,,,20400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890204002,,,390961,0,668,574,533,41,30,0,0,0,0,64,85.93,79.79,6.14,4.49,0,0,0,0,9.58
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 205, DeKalb County, Georgia",ga,150,0,ACSSF,5874,,,,,13,89,,,,20500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890205001,,,658389,0,753,583,562,21,78,9,0,39,0,44,77.42,74.63,2.79,10.36,1.2,0,5.18,0,5.84
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 205, DeKalb County, Georgia",ga,150,0,ACSSF,5875,,,,,13,89,,,,20500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890205002,,,1027855,0,1162,856,814,42,111,0,23,2,28,142,73.67,70.05,3.61,9.55,0,1.98,0.17,2.41,12.22
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 206, DeKalb County, Georgia",ga,150,0,ACSSF,5876,,,,,13,89,,,,20600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890206001,,,292308,0,398,264,232,32,117,0,0,0,0,17,66.33,58.29,8.04,29.4,0,0,0,0,4.27
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 206, DeKalb County, Georgia",ga,150,0,ACSSF,5877,,,,,13,89,,,,20600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890206002,,,814977,0,690,486,451,35,89,0,0,22,25,68,70.43,65.36,5.07,12.9,0,0,3.19,3.62,9.86
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 207, DeKalb County, Georgia",ga,150,0,ACSSF,5878,,,,,13,89,,,,20700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890207001,,,953697,0,996,762,697,65,77,0,5,16,0,136,76.51,69.98,6.53,7.73,0,0.5,1.61,0,13.65
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 207, DeKalb County, Georgia",ga,150,0,ACSSF,5879,,,,,13,89,,,,20700,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890207002,,,311203,0,487,370,327,43,34,0,29,40,0,14,75.98,67.15,8.83,6.98,0,5.95,8.21,0,2.87
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 208.01, DeKalb County, Georgia",ga,150,0,ACSSF,5880,,,,,13,89,,,,20801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890208011,,,680680,0,675,511,448,63,17,0,12,27,0,108,75.7,66.37,9.33,2.52,0,1.78,4,0,16
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 208.01, DeKalb County, Georgia",ga,150,0,ACSSF,5881,,,,,13,89,,,,20801,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890208012,,,709064,0,748,594,560,34,59,0,11,9,0,75,79.41,74.87,4.55,7.89,0,1.47,1.2,0,10.03
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 208.02, DeKalb County, Georgia",ga,150,0,ACSSF,5882,,,,,13,89,,,,20802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890208021,,,636320,0,540,435,411,24,0,0,11,9,0,85,80.56,76.11,4.44,0,0,2.04,1.67,0,15.74
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 208.02, DeKalb County, Georgia",ga,150,0,ACSSF,5883,,,,,13,89,,,,20802,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890208022,,,968871,0,584,480,414,66,55,0,0,22,15,12,82.19,70.89,11.3,9.42,0,0,3.77,2.57,2.05
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 208.02, DeKalb County, Georgia",ga,150,0,ACSSF,5884,,,,,13,89,,,,20802,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890208023,,,362933,0,406,301,276,25,20,0,21,0,0,64,74.14,67.98,6.16,4.93,0,5.17,0,0,15.76
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 208.02, DeKalb County, Georgia",ga,150,0,ACSSF,5885,,,,,13,89,,,,20802,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890208024,,,828590,0,514,391,319,72,36,0,0,18,0,69,76.07,62.06,14.01,7,0,0,3.5,0,13.42
1.3089E+11,Block Group 1,"Block Group 1, Census Tract 209, DeKalb County, Georgia",ga,150,0,ACSSF,5886,,,,,13,89,,,,20900,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890209001,,,1613311,0,847,730,694,36,105,0,12,0,0,0,86.19,81.94,4.25,12.4,0,1.42,0,0,0
1.3089E+11,Block Group 2,"Block Group 2, Census Tract 209, DeKalb County, Georgia",ga,150,0,ACSSF,5887,,,,,13,89,,,,20900,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890209002,,,958449,0,863,662,651,11,0,0,0,0,17,184,76.71,75.43,1.27,0,0,0,0,1.97,21.32
1.3089E+11,Block Group 3,"Block Group 3, Census Tract 209, DeKalb County, Georgia",ga,150,0,ACSSF,5888,,,,,13,89,,,,20900,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890209003,,,909799,0,1013,732,678,54,143,0,0,25,0,113,72.26,66.93,5.33,14.12,0,0,2.47,0,11.15
1.3089E+11,Block Group 4,"Block Group 4, Census Tract 209, DeKalb County, Georgia",ga,150,0,ACSSF,5889,,,,,13,89,,,,20900,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000US130890209004,,,973663,0,760,650,650,0,12,19,18,0,0,61,85.53,85.53,0,1.58,2.5,2.37,0,0,8.03
